Game Turn, From, To, Initiator, Type, SubType, Message
137, 2, 7, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
137, 2, 8, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
137, 2, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
137, 2, 8, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
137, 2, 0, 2, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Statement
137, 2, 0, 2, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Immediately
137, 8, 2, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
137, 8, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
137, 8, 2, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
138, 3, 9, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
138, 8, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
138, 8, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
138, 8, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
138, 9, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
138, 9, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
138, 9, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
138, 9, 6, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
139, 2, 0, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
139, 2, 0, 2, MAKE_DEAL, NONE, INITIAL, Adding to pending
139, 2, 0, 2, MAKE_DEAL, NONE, INITIAL, Processing Statement
139, 2, 0, 2, MAKE_DEAL, NONE, INITIAL, Processing Immediately
139, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Adding to pending
139, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Broadcasting
139, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
139, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Processing Immediately
139, 2, 0, 2, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Adding to pending
139, 2, 0, 2, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Statement
139, 2, 0, 2, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Immediately
139, 5, 0, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
139, 5, 0, 5, DIPLOMATIC_WARNING, NONE, INITIAL, Adding to pending
139, 5, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
139, 5, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Already has open session!
139, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
139, 5, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
139, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
139, 5, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
139, 5, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Already has open session!
139, 5, 0, 5, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Statement
139, 5, 0, 5, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Immediately
140, 1, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
140, 1, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
140, 1, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
140, 1, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
140, 1, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
140, 1, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
140, 2, 8, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
140, 5, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
140, 5, 0, 5, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Adding to pending
140, 5, 0, 5, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Processing Statement
140, 5, 0, 5, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Processing Immediately
141, 1, 5, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
141, 1, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
141, 1, 5, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
142, 5, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
142, 3, 7, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
142, 3, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
142, 3, 7, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
143, 9, 5, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
143, 9, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
143, 9, 5, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
143, 9, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
143, 9, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
143, 9, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
144, 4, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
144, 4, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 4, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
144, 4, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
144, 4, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 4, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
144, 5, 1, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
144, 5, 1, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 5, 1, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
144, 6, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
144, 6, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 6, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
144, 7, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
144, 7, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 7, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
144, 9, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
144, 9, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 9, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
144, 9, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
144, 9, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
144, 9, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
145, 1, 3, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
145, 1, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
145, 1, 3, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
145, 5, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
145, 5, 0, 5, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Adding to pending
145, 5, 0, 5, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Processing Statement
145, 5, 0, 5, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Processing Immediately
145, 7, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
145, 7, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
145, 7, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
145, 8, 7, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
145, 8, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
145, 8, 7, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
145, 8, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
145, 8, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
145, 8, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
145, 2, 8, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
145, 2, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
145, 2, 8, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
146, 5, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
146, 5, 1, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
146, 9, 6, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
146, 9, 6, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
146, 9, 6, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
147, 1, 4, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
147, 1, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
147, 1, 4, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
147, 1, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
147, 1, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
147, 1, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
147, 6, 3, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
147, 7, 3, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
147, 4, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
147, 4, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
147, 4, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
147, 7, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
147, 7, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
147, 7, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
147, 9, 4, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
148, 9, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
148, 9, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
148, 9, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
148, 6, 9, ?, DECLARE_FRIEND, ffffffff, ?, Processing Action From AI to AI
148, 8, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
148, 8, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
148, 8, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
149, 1, 4, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
149, 2, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
149, 4, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
149, 4, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
149, 4, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
149, 7, 4, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
149, 6, 9, -1, WARNING_STOP_SPYING_ON_ME, NONE, 00000000, Requesting Session (B)
149, 6, 9, ?, MAKE_PROMISE, c298a89c, ?, Processing Action From AI to AI
149, 6, 9, -1, WARNING_STOP_SPYING_ON_ME, NONE, INITIAL, Requesting session between two AIs!
150, 7, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
151, 3, 1, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
151, 3, 1, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
151, 3, 1, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
151, 5, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
151, 5, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
151, 5, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
151, 5, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
